180,2.8,LZJ2868612
181,3.1,HPB9107400
182,2.0,KMK0226092
183,3.1,NRK5104296
184,2.0,RBK8060006
185,2.8,AUU6469015
186,2.2,IQN6203368
187,2.8,VXK5719170
188,2.5,QRR8447934
189,1.0,NXJ2283523
190,1.0,BPA2075644
191,2.0,GIQ5227984
192,2.5,QMM0347109
193,2.5,NBS8149331
194,1.25,WXO4856567
195,2.8,DSB0448624
196,1.0,REY3108814
197,1.0,LAO6168976
198,2.8,UQR3278904
199,2.8,DPZ9842551
200,2.8,HCX4122632
201,1.0,ARH1581655
202,2.8,HTD0281631
203,2.8,IWR8131559
204,13.0,XQT9913725
205,2.0,FDG4220162
206,1.5,SYA7107074
207,2.5,EGU0149427
208,2.5,OXK0045085
209,2.8,UTD5120164
210,3.1,UBP7692482
211,2.8,YQF2255735
212,2.5,TBW5744223
213,2.5,OFS6376591
214,2.0,FAE2281094
215,1.0,IIM9785176
216,2.8,PHE1025027
217,2.8,INQ8456777
218,13.0,DUR6384757
219,2.8,OZT5115958
220,2.8,LMA8654820
221,1.0,XTE9166677
222,2.8,PPU9152797
223,1.0,BRN7360799
224,3.1,OLV1623583
225,2.8,XVJ7652867
226,1.0,UVE2297410
227,1.5,LZP3584479
228,2.0,COH4374136
229,2.2,EZI7123567
230,13.0,HSO9832566
231,3.1,GWX5926658
232,1.0,PGX6872041
233,1.25,EWR8013818
234,1.5,AJJ7574694
235,13.0,BAM0767909
236,3.1,ZTV2947809
237,1.5,MDB4040741
238,2.0,CSG3318300
239,3.1,NHM3675844
240,2.5,DPB6551839
241,1.0,YZI2644272
242,1.0,DZH0114567
243,2.8,WJX5646477
244,3.1,GTQ0716183
245,2.0,DIM4006595
246,2.8,FMX7447301
247,2.8,CCT1120986
248,2.0,UBU3174102
249,2.8,PEJ6840364
250,2.5,POM1873220
251,3.1,UNO6659001
252,2.8,JIK3844618
253,2.2,KLN6484024
254,3.1,ZHC1977550
255,1.0,FKV7904848
256,2.5,NFI8367808
257,1.0,LFH0315629
258,1.5,XKS4664614
259,2.0,UMF7695471
260,2.8,SJT4290133
261,2.5,ZQV5105168
262,1.0,WIU6615713
263,2.2,FBN9889844
264,2.5,FBN6685344
265,2.0,DBF9508600
266,2.8,YYN5607187
267,2.8,KJW8914761
268,2.8,HKH2373332
269,2.8,BYG4248451
270,2.5,FNP4393498
271,1.25,JKT6128724
272,2.0,EGL5422048
273,2.8,LRM3194355
274,2.5,ORT5368959
275,2.8,CZL7820317
276,2.8,HZU4853745
277,2.5,CYJ1240238
278,2.5,FOM5485924
279,2.8,FHO5663132
280,2.8,OMN5141808
281,2.8,YMO5978142
282,2.5,QJP5702056
283,2.8,TOH4508765
284,1.25,VNK5211146
285,2.8,RNX5573794
286,2.8,VXO5341372
287,2.8,RCB0419705
288,2.8,XFL2376961
289,2.8,NDO5553932
290,2.5,XXG1012689
291,2.8,BUE8856354
292,2.8,HOM4753925
293,1.0,SEK9690966
294,1.25,PBQ8194472
295,2.8,RSL4446153
296,1.25,ZLJ6963762
297,13.0,RWG6921523
298,1.25,ODH4025527
299,1.5,LRO6012832
300,1.0,OWN2040268
301,1.5,INB9199595
302,1.0,EVM7404972
303,2.5,TVQ0671376
304,2.8,LFV5670084
305,1.0,RFX1371677
306,1.0,UTL3484031
307,2.5,NXL2041620
308,1.25,ZNJ1049151
309,1.5,WOX8452591
310,1.0,CDB3019504
311,1.5,KVZ2606955
312,1.25,GYR4605539
313,1.0,LQE3984015
314,1.0,KHP0306935
315,2.8,PTS5311062
316,2.5,FUI7993951
317,3.1,FFQ7677778
318,2.8,OBK1343175
319,2.8,VPC7691320
320,2.8,KRB0046906
321,1.0,CFH4027363
322,1.0,KYL4062666
323,2.0,FRY5107918
324,2.8,KHF6369943
325,2.0,OHA0886547
326,2.8,FAN1603090
327,2.8,MAE2734230
328,2.5,VAP1319169
329,2.8,HEQ9650767
330,2.8,JYK8853857
331,3.1,AYH1207558
332,3.1,CLW1884630
333,2.8,NBJ7274983
334,2.5,NAY5893770
335,2.8,MID9503142
336,2.5,CXP3169780
337,3.1,SGD5418817
338,2.5,MBM8077350
339,2.5,GBN7975968
340,1.0,CLL1393211
341,3.1,VRE3149856
342,2.8,OXV6474062
343,2.8,ITM6027560
344,2.5,SNL6848703
345,2.8,WIE3219672
346,2.5,CGW0740748
347,2.5,GLR4345977
348,2.0,JQH3889391
349,13.0,FMV8753724
350,13.0,NWU2289217
351,1.0,FIR0060155
352,2.8,OCP6514091
353,2.5,XHE9708059
354,2.8,CLZ6123482
355,1.0,IHM2533253
356,3.1,RIU8037058
357,2.8,QCE4981246
358,2.8,ZYJ1621645
359,2.8,RSH8433688
360,1.5,QPM5227076
361,2.8,TNG2672810
362,3.1,CDJ9717964
363,3.1,LBD4902785
364,1.5,SQI6683172
365,2.0,PRS4213078
366,1.0,MCG7137175
367,2.5,WMA6030194
368,2.8,UPB5659435
369,1.0,CKQ9279270
370,2.0,YGN1666843
371,1.0,OBA4954168
372,13.0,VOL1460364
373,3.1,JYB4760826
374,2.5,FFK0225004
375,2.8,LLB0471775
376,2.0,INI0201525
377,2.5,DZR9767384
378,1.25,HMK5885792
379,2.8,MET8174555
380,1.0,DHU9817798
381,2.0,KUC2073600
382,2.8,AQO2969238
383,3.1,UJX9130694
384,2.2,KEB2828262
385,2.8,HBO9619096
386,2.0,YLC3733356
387,2.0,IFJ8804175
388,2.0,EVZ1481466
389,2.5,NOZ0212477
390,13.0,RWS8558509
391,2.0,FQK0726278
392,2.0,DAN7464776
393,1.0,IZL4791741
394,3.1,IYW9830430
395,2.8,ZEE7420586
396,2.5,OKU6781687
397,2.0,XWB1837968
398,2.8,TDH6807915
399,1.5,MBY4090004
400,2.5,SLZ1785430
401,2.8,KKG3489214
402,2.8,VNY7087651
403,2.8,JRQ7810955
404,1.5,EBQ6119895
405,2.2,ZTP9953374
406,1.0,JPR3884041
407,1.0,VOB6953248
408,2.8,UPV7982589
409,2.8,ZNP2412133
410,2.8,KEF4554300
411,1.5,FSK2830869
412,1.5,KSN8423580
413,2.8,SZQ9952433
414,3.1,VAK2777158
415,1.25,VKZ8047592
416,1.5,VSL7267624
417,1.25,RCP7292765
418,1.0,PKE8909615
419,2.8,JGI8536483
420,2.0,ZRR1312086
421,1.25,EWO4061255
422,3.1,TQA1671114
423,2.0,OXC1918661
424,2.5,KAJ0881128
425,2.5,DXQ1954426
426,2.2,JSQ0002840
427,3.1,TCW5029436
428,3.1,LFN5079435
429,2.8,HFJ7447396
430,2.5,BKW6193730
431,1.5,WIA6956875
432,3.1,HNS0469154
433,2.8,VED3299228
434,2.8,VNK2499086
435,2.8,XUI6887734
436,2.8,AWI8486208
437,3.1,UHG8512782
438,2.8,BPO5239801
439,2.5,OYS5560766
440,2.8,POA5736634
441,2.0,IJG0206368
442,1.0,UEP9450113
443,1.5,NVL1698992
444,2.8,YCS0240033
445,2.8,UZG8692859
446,2.5,LRA5048761
447,2.2,SIG5310360
448,1.0,YYW1471260
449,2.8,BFW7933542
450,2.5,DRU4097429
451,3.1,AYA4292045
452,2.8,XFZ0333251
453,2.8,TVI6486552
454,2.8,ZVI2426361
455,2.0,JBY8521491
456,1.0,FME3084564
457,1.5,MHW4626426
458,2.8,FLJ2464156
459,2.8,STP8725940
460,2.8,ZGL1287505
461,2.5,HPS5095511
462,2.8,QBO9780459
463,2.5,XBZ3490199
464,1.0,BTK6583207
465,1.25,MPG1843713
466,1.25,CMS4663088
467,2.5,LZN5637537
468,2.8,OYV1930666
469,3.1,BPW1949468
470,3.1,AEW6809085
471,2.5,NAE1017686
472,1.0,PXS2170897
473,2.5,QSJ7300285
474,2.8,RRS3383607
475,3.1,PFG9247768
476,2.2,VDG0606090
477,2.8,JRP8498566
478,2.5,YOP2224554
479,2.8,QEW8462058
480,3.1,IXU0688753
481,1.0,HCI4310776
482,2.8,YSR0326977
483,2.8,NRS6422542
484,2.5,OLC1780480
485,2.5,HAS1652010
486,2.8,XAS0430728
487,2.8,QBX7555683
488,2.5,GCQ8357937
489,3.1,RLI9306586
490,2.5,QXX0018716
491,13.0,TJM4990743
492,2.0,DBL0967168
493,2.0,JWM4219924
494,2.8,TJH4807824
495,2.8,LHX3030906
496,1.5,HTA8802771
497,2.8,GDM7012184
498,1.25,ZNH4763059
499,2.0,XZX6665849
500,1.0,ZIP9502087
501,2.0,FEC8587448
502,1.0,AUC6450698
503,2.8,PZK6205761
504,2.8,LAM3497918
505,3.1,OXZ1919330
506,2.5,TVL1422080
507,2.0,WYD9893791
508,2.8,JQC1586267
509,2.5,MDZ6572777
510,3.1,IJT1808346
511,1.5,XXR5082992
512,2.8,CJV5924659
513,1.0,AIK1344700
514,2.8,IPQ5868829
515,2.8,ESU1503273
516,2.5,XTS1219001
517,2.8,QNJ1059780
518,2.5,HYN3696531
519,1.25,FAT1360756
520,2.5,FVW1500857
521,1.0,KIS2920551
522,2.0,URS1804102
523,2.8,BEE5702826
524,2.5,XDQ5769344
525,2.8,PZZ9059842
526,1.0,DKL9515769
527,2.5,YLP4747414
528,1.25,VKJ0614893
529,2.8,BES7496015
530,1.0,EQU0571654
531,2.5,MSN6718580
532,2.5,CRR4285641
533,3.1,CZM2945583
534,3.1,PPL5540572
535,2.8,YLQ0763848
536,3.1,JYG3743539
537,1.25,QIV7039314
538,2.8,FWQ5055633
539,1.0,LVP7119773
540,2.8,MSY9208160
541,2.8,DBT3822863
542,1.0,HVH2951511
543,2.5,PNY3815257
544,13.0,XVJ2633686
545,1.25,UKP7094289
546,2.5,IJU7379520
547,2.8,KSI3194287
548,2.0,SPY9181326
549,2.5,MVV4197927
550,2.2,YTO4655253
551,2.8,FYW4052705
552,1.0,JEB0486065
553,2.8,RKH1254030
554,1.5,QWW3462118
555,2.8,ILO6695292
556,2.8,WUC5070156
557,3.1,DJA5644829
558,2.8,SPX6983896
559,2.5,RCK1277548
560,2.8,CXN7217850
561,2.8,MMW8437362
562,2.0,SEC1087296
563,2.8,ZYZ0643806
564,1.0,RRW3304062
565,1.5,POP3230795
566,2.5,SKK9577778
567,2.8,TSO4750433
568,2.0,WEQ8721085
569,1.5,WOK1681622
570,13.0,VVT1124019
571,2.8,MLL8618646
572,2.0,GMU0449466
573,2.8,JGB1094503
574,2.5,YPO7450594
575,2.2,HPC1680000
576,2.5,XUC0086182
577,2.8,FHW4057843
578,2.0,QQQ7325423
579,2.0,JBQ2285143
580,2.8,MRE3522085
581,2.8,MNK9306945
582,2.8,VUN1135685
583,2.8,GCT6345492
584,2.8,DNZ7694749
585,3.1,JGN3454826
586,2.0,CTK7450196
587,13.0,PPX7257579
588,2.0,OVA3456173
589,2.8,EXT1705595
590,1.25,TMY1256011
591,2.8,YBD6909614
592,2.8,OYS9884791
593,1.5,HLJ5732996
594,2.8,UVJ7451686
595,2.0,THJ4181646
596,1.5,QIC6767933
597,2.8,YUU6575353
598,1.5,KMN0375542
599,3.1,SPL3064162
600,2.5,YBA9853388
601,2.8,YTI8976952
602,1.5,GTI1394406
603,2.0,KWU1159048
604,2.8,RNW5431161
605,2.5,FCL4190257
606,1.5,VFG7122882
607,13.0,OAO8290605
608,2.8,HRB6253877
609,2.5,JRP5717523
610,1.5,WNJ3982655
611,1.0,ZHN0377159
612,1.0,AFL9168668
613,2.8,JKN9091341
614,13.0,ZJF6390004
615,1.0,GHY7417980
616,2.2,CLJ8181680
617,2.8,DFF7937121
618,3.1,QBB7507555
619,2.2,HZQ9509144
620,1.0,GJV4655076
621,3.1,HTT8639865
622,1.0,YHA0455874
623,2.0,FXT3615229
624,2.2,HXT0079667
625,2.5,PZC5097980
626,2.8,UPU1476093
627,1.25,VWO8303446
628,2.0,FPN2273454
629,1.5,AXU8043497
630,2.5,CFM3534846
631,1.5,ZPJ1631476
632,1.25,PWU7230395
633,3.1,KEE7775626
634,2.8,WFN1990370
635,1.0,TCE9616497
636,2.2,GXE0834353
637,2.8,LDZ2720854
638,2.8,REY1884058
639,2.8,XLN1028197
640,2.8,IWR9542463
641,2.8,LTG5495705
642,2.8,XGJ8635413
643,1.5,UYU3706736
644,1.5,HPQ7014501
645,2.8,RTN6256882
646,2.5,JOD0588268
647,2.0,PCL4546758
648,2.8,GGN4086194
649,2.0,BSD8964729
650,2.5,GFB8030230
651,1.0,ZPO0229335
652,2.5,JIP0737058
653,13.0,VKP2095535
654,2.0,XBH6335215
655,1.0,EZL0075583
656,1.0,HUY1403558
657,2.8,EOK3002735
658,2.8,LJR9576147
659,2.8,OPL9300520
660,2.5,QUA8550605
661,2.0,STP9662376
662,13.0,QZM0965528
663,2.8,PTV6695489
664,2.8,XED0298879
665,3.1,LVK0081160
666,3.1,QBX3397483
667,3.1,WXV0767136
668,2.0,APK0260771
669,1.0,RLG6578461
670,2.5,JMP1234806
671,2.8,BZU0680478
672,13.0,ZQV8793452
673,2.8,WIT3460557
674,2.8,ZKY4956110
675,1.0,TBU6984243
676,2.8,EFA6350138
677,2.8,LBX3298243
678,2.0,JDH9420292
679,2.5,SSM4801359
680,2.5,BCE8814019
681,2.8,YQL3598946
682,2.8,KJC6691428
683,2.8,KVB9305011
684,2.8,UTQ3016461
685,3.1,JUW3970592
686,2.5,AIW6731427
687,1.5,MLI0874351
688,2.8,USS3667684
689,2.5,RSC0137253
690,2.8,IGK4370094
691,2.0,ACK2794866
692,1.25,MOF3139871
693,2.0,QQT6196502
694,2.5,LKV2782381
695,1.0,AYN7929263
696,3.1,WJF2551669
697,2.0,TUT5067473
698,1.5,RGI8433708
699,2.8,EIE9770849
700,1.0,CGF1228967
701,2.8,GFK2540023
702,1.5,XHB3076541
703,2.8,EQT0619107
704,1.25,JJL7135596
705,2.5,GVS2730478
706,2.0,ZWX7021726
707,2.8,FKW5159869
708,2.8,LGF5110138
709,13.0,ONG6137737
710,2.8,YTX1555898
711,3.1,PKY6493787
712,2.8,FSB8854008
713,3.1,ENN4267927
714,3.1,OVM1581074
715,2.8,TZM7543429
716,2.8,LFW6012688
717,2.8,NPL6941453
718,1.0,IAB1485657
719,2.5,BJJ8951286
720,2.2,VYF6540787
721,1.0,AOA9639007
722,2.5,VEX0949821
723,2.8,IKH3446439
724,2.8,WLZ8632136
725,2.8,OKH1668283
726,2.8,RPT4573426
727,13.0,HKD7720083
728,2.0,MDL5357431
729,2.0,BJN5771574
730,2.8,RBQ2862314
731,2.8,KWJ4999599
732,3.1,YAG9995437
733,2.5,IHH3177002
734,2.8,DMH1980986
735,2.5,HLP8195667
736,2.8,JUE2068237
737,2.5,GIU7051720
738,3.1,VAL0097395
739,1.5,UXO3906387
740,2.8,VKH5060588
741,2.0,HOC6720341
742,2.5,HCE6186953
743,2.8,CPH3198840
744,2.0,OKW4191080
745,2.2,CTV7832382
746,2.5,HIV0801645
747,2.8,JME6478284
748,2.8,EGL1278341
749,2.0,PGC3683893
750,2.5,PEV9862294
751,2.5,OKY5727375
752,2.8,KFR8136417
753,1.25,NXD2982620
754,2.2,MVR6326249
755,2.8,CXA6309390
756,13.0,KEU1037167
757,2.5,KII7088942
758,1.25,KBI2554319
759,1.0,FWZ0991831
760,2.5,CWT3931124
761,2.2,AJX6093275
762,2.0,QQS2807589
763,2.0,KSH0465431
764,3.1,OZL8121110
765,1.5,PWS2692821
766,2.5,NNG1732915
767,13.0,DWC4058747
768,1.25,HZO2697744
769,2.8,EOY4841480
770,1.25,WFY0715394
771,2.8,FXR5517826
772,2.8,WEZ7128958
773,2.8,TUE4059215
774,2.8,JMK1836065
775,1.0,GEJ0981665
776,2.5,SJK6971568
777,1.0,ZYA5199572
778,2.0,APB9347077
779,2.8,SOW4909704
780,2.8,AQW7895386
781,1.5,BOF4121567
782,2.5,PNA5499242
783,2.5,FLA7373419
784,1.5,OLA8051101
785,1.5,UMX2445513
786,3.1,SWF7651606
787,2.8,JTH9691824
788,2.8,GBJ2338644
789,2.0,CQW5285838
790,13.0,RPD5210185
791,3.1,ECC9900070
792,1.0,TFE2325386
793,1.0,KSJ2359991
794,2.2,MQF4126492
795,2.8,PIE6710880
796,1.0,EXC2833075
797,1.25,XCM4709360
798,1.25,ARQ7652197
799,2.8,RPH9740948
800,3.1,ZIT8440285
801,1.0,KVX4068445
802,1.5,RAU0729879
803,2.8,XDJ0482167
804,2.2,YHW2338845
805,2.8,KPM5131531
806,1.0,PSE0866542
807,1.25,CMB6167451
808,2.0,MES9198076
809,2.8,AME4094512
810,2.8,HAT2656965
811,2.5,UKC1056224
812,2.5,ICX3511007
813,2.5,VBW3020993
814,1.5,PCE9717685
815,1.0,TEM8478014
816,1.0,RVH0109197
817,2.0,CKZ2543515
818,2.8,MBJ3318663
819,2.8,SNR1726390
820,3.1,QJV6229916
821,13.0,HLZ2227561
822,2.8,JCR0899018
823,13.0,CSZ9977264
824,1.5,EVA6594862
825,2.5,AOR9319451
826,2.8,WUW7239302
827,2.5,BTR0049121
828,1.0,REJ7207790
829,2.2,LOZ3001594
830,2.8,YEG2876812
831,2.0,HQV9557972
832,1.25,HEL5029673
833,1.0,LNV7432812
834,2.8,DKE5226732
835,2.8,UUK0323651
836,13.0,UZR2365720
837,1.0,ITD8304444
838,2.8,TXX8016755
839,2.8,TFO8362436
840,1.25,ZWV9623220
841,2.8,NAJ7198108
842,1.0,ELP4125937
843,2.0,UDP8747542
844,2.5,AKQ7716258
845,2.8,GDU3624919
846,2.8,HKS0791161
847,1.0,DAD0486025
848,3.1,XIK2076229
849,2.8,WXZ9777982
850,2.5,YJH9973363
851,1.0,ETS6267558
852,2.8,GNA6989666
853,2.5,AWV0693889
854,2.8,HRK3861958
855,2.8,SLS8033115
856,2.0,YCW7661409
857,2.8,UQL2187162
858,2.8,TYS2803591
859,1.0,FSM1559326
860,1.0,JJV3720691
861,1.0,GUF0437664
862,3.1,GDE0785324
863,2.8,ZEH1544927
864,2.8,VZL9747201
865,1.0,UMG3715939
866,1.5,WUR4104785
867,2.0,VIT7485485
868,2.2,XYT2693806
869,2.8,HPM2357728
870,2.8,CUV8157914
871,2.8,IFD0717389
872,2.8,OGQ4608525
873,2.8,GGP8516928
874,1.5,VAX9694421
875,1.25,BZN4419597
876,2.8,LYM3865613
877,2.5,LSV3286824
878,2.8,JLX0674827
879,1.0,THE7826060
880,1.0,FBP0388065
881,2.5,MJX3485328
882,2.2,FKZ6891553
883,1.25,WUW4571369
884,2.8,OVD5828880
885,2.5,IBQ2028947
886,2.5,BHS2352076
887,2.8,CEH8138467
888,1.0,XRK5764600
889,2.2,QIF8685465
890,2.5,OSK6357678
891,2.8,SSH0209034
892,2.2,VCH1792328
893,1.0,KRZ5413234
894,13.0,TYZ7858082
895,1.25,GUX8698182
896,2.8,YRZ3225900
897,2.8,DIY0897859
898,2.8,ERV2610440
899,2.8,JZJ6384656
900,2.2,DGT2550606
901,1.0,DSK3089806
902,1.0,PMC3029057
903,2.8,FRB9369840
904,1.0,ESH6577472
905,1.0,VAT2999657
906,2.8,NMJ0226156
907,2.0,LXG6454871
908,1.0,KIO3780696
909,2.8,LVP9357553
910,2.5,MXG1678552
911,2.8,OTP3253032
912,2.8,TUF9759965
913,3.1,DLB2370659
914,2.5,ICW3134769
915,3.1,NZE4976477
916,1.0,EIQ3936221
917,2.0,CVX1586751
918,2.0,KQP5484110
919,3.1,JIC4178184
920,2.8,DBX5869412
921,1.5,LZR6027242
922,2.8,ICT4924593
923,3.1,MSJ0940791
924,2.5,MUQ3201804
925,2.0,VOL6720536
926,2.2,KFS3313014
927,2.8,JSB4189848
928,2.8,WDS8082066
929,1.0,SFZ1656503
930,2.8,PWR6958833
931,3.1,RLD9177829
932,1.0,AGL7044166
933,2.5,PBM7348381
934,3.1,JDR6293487
935,2.5,QFF8867945
936,3.1,DEP9538169
937,2.8,SGE0069335
938,2.5,BXZ9527059
939,13.0,QKM7534487
940,1.25,NWF9552928
941,2.8,XCJ2978311
942,2.5,DNE1487113
943,2.8,AVA8443544
944,2.8,YZM6792069
945,2.8,CVA7419141
946,2.5,ZSU4208770
947,1.0,QDV3835426
948,2.8,BXV4393300
949,1.25,AAP3896850
950,3.1,GDI7464831
951,2.8,LOR3942582
952,1.0,KOF6332555
953,2.8,SYV3687922
954,2.5,ASL6972493
955,3.1,EMJ0545511
956,2.8,KGS1889596
957,2.0,EHD5560333
958,2.5,MTM4590084
959,1.5,SBI5830386
960,2.5,KOY7074274
961,2.8,ESC0259398
962,1.0,HJI8641394
963,2.2,OJI7050639
964,1.25,VGK9168795
965,2.5,SIL0474170
966,2.8,IEG6325959
967,1.0,BNJ9665023
968,1.0,PCB0432480
969,1.0,QLV3183602
970,2.8,XLX5818648
971,2.0,BAX5706784
972,2.2,YOU5936072
973,2.0,FGG4692740
974,1.5,QTS8457011
975,3.1,PNY2910910
976,2.5,FEN4062366
977,13.0,QPA7178739
978,1.5,KHL0035559
979,1.5,QGP2120323
980,2.5,NUH4708330
981,3.1,SUD7139100
982,2.8,PUH3791153
983,3.1,EPE4212569
984,2.5,TKJ9459851
985,13.0,UJT4416189
986,13.0,JMH7842538
987,2.8,HKT0806549
988,2.5,SSK7570359
989,2.5,XTD0976348
990,1.0,QRJ7941824
991,2.2,IQB3999302
992,2.5,JKW9303739
993,1.0,KEC2599330
994,2.8,HKN4455835
995,1.5,VUE8740323
996,2.8,KWJ8978487
997,2.5,VPD9678695
998,2.8,BRC3047695
999,2.8,CJH8719544
1000,2.8,WCD7578150
1001,2.8,HUI0838553
1002,2.2,AUQ6603944
1003,2.8,GGY5125691
1004,2.8,OPM0892804
1005,2.8,XJI8331426
1006,2.8,YSA0035064
1007,1.0,MJV8318515
1008,2.5,GHC3681623
1009,1.25,LRS8519621
1010,2.5,RWH6936961
1011,2.8,DDS2393335
1012,2.8,GAJ3755116
1013,1.5,DUI8327108
1014,1.5,ZWF8519299
1015,3.1,HPB1939192
1016,1.0,EJW4806657
1017,2.8,ZVG3994990
1018,2.5,PNU9864746
1019,2.5,PTF3630574
1020,1.5,MNN9296348
1021,2.8,SZS1222203
1022,13.0,MFT3496322
1023,2.8,QIM5387721
1024,2.5,OCA2862043
1025,1.25,QKQ8099816
1026,13.0,CWM6224785
1027,2.8,EUO9645708
1028,2.5,WAX8612646
1029,3.1,ZMA0899970
1030,2.0,DTM6808363
1031,3.1,NLZ5490130
1032,2.2,KEU0208022
1033,2.5,ZAB9386425
1034,2.8,GZC5662042
1035,2.5,RGG5589298
1036,2.8,VGL6785845
1037,2.8,MKM2810490
1038,1.0,TUB6597986
1039,2.2,DDR3584191
1040,2.5,SUI1989917
1041,1.0,QOK6705843
1042,3.1,OLG5431689
1043,2.8,YTS7398892
1044,2.2,RSZ8277188
1045,3.1,DHA5295943
1046,13.0,KDF8776153
1047,1.5,NQN8060419
1048,3.1,KOQ7775333
1049,2.0,DBK4594222
1050,2.0,XHP9321145
1051,1.5,TZW8932876
1052,2.5,LGE9602867
1053,1.0,BHI8853754
1054,2.8,LFS6129559
1055,2.5,GHC8723935
1056,2.8,DKE0546652
1057,2.5,TSO3818027
1058,2.8,CQW1673272
1059,2.8,TWQ2556230
1060,3.1,SXK6057431
1061,2.5,ABM6970932
1062,1.5,ZKC1095766
