ABE2129498,2019-01-02 21:47,BZ76ROL87339,AO14,AO
QYU5003410,2019-01-03 00:02,TE24LCO18661,EG01,EG
WPS5352347,2019-01-03 01:40,IO09FGE68100,GF00,GF
RDV6518451,2019-01-03 02:39,XE59BZM26378,AO15,EG
WNH6218760,2019-01-03 03:04,QW79CHL42244,KO01,KO
RRS9227725,2019-01-03 03:32,CM15YCB60994,EG05,EG
LJZ4625728,2019-01-03 03:41,QW79CHL42244,KO09,KO
VED8509398,2019-01-03 04:03,JF94VYA88954,OO11,OO
IAQ7370002,2019-01-03 04:19,QP02SYE47964,NE00,NE
KPT1084302,2019-01-03 06:06,IX01MVL33676,KO01,KO
CSJ9595952,2019-01-03 06:24,IZ65WAT29135,KO05,MR
AJB4007132,2019-01-03 06:51,MX39VOS38645,AO18,AO
IFJ1584058,2019-01-03 06:59,EZ65FLV39493,MR07,MR
IJN5312188,2019-01-03 08:35,FL13UMN92207,KO03,KO
UZI9045597,2019-01-03 08:43,PM58XHX45588,NE01,NE
DKI5609758,2019-01-03 09:23,CK97FAU13897,GF00,GF
BJL0155721,2019-01-03 09:23,KF48RSD79865,MR04,MR
YON4581505,2019-01-03 12:20,YX66XYW62640,GF00,GF
JZP9177875,2019-01-03 14:02,YL27IFD65117,AO04,AO
SSZ7103725,2019-01-03 14:43,HE38BQH01623,MR00,MR
FPU0425557,2019-01-03 15:44,WY00MLL63827,KO05,KO
MOS5853245,2019-01-03 16:51,IX01MVL33676,KO05,KO
EWR2508893,2019-01-03 16:58,DP11ENT03275,AO12,AO
FDO3407403,2019-01-03 17:39,QW79CHL42244,KO08,KO
DLQ8625471,2019-01-03 19:31,MP14WFM40909,GF00,GF
ZAG0725273,2019-01-03 19:34,EC02LZC49528,EG07,EG
RJN3440849,2019-01-03 20:37,EG95RTB75032,NE12,NE
BXR7588699,2019-01-03 21:13,EM54HQI58682,OO05,OO
JZF0586381,2019-01-03 22:03,TE24LCO18661,EG01,EG
AKJ5235405,2019-01-03 22:15,XV91YMP27722,NE06,MR
YSK8555815,2019-01-03 22:56,TV81MAQ99005,EG09,EG
VAS7777913,2019-01-03 23:10,QO77TFN61853,KO05,KO
OSB6924402,2019-01-03 23:11,WY00MLL63827,OO01,KO
IKP1014708,2019-01-03 23:28,PE73VJU23485,AO02,AO
NDS8480885,2019-01-04 00:41,PD45WOT56494,NE07,NE
IEP5322365,2019-01-04 00:46,YL27IFD65117,AO05,AO
LZU2500999,2019-01-04 01:37,FY47TUN40300,NE09,NE
FTO5959048,2019-01-04 02:32,NY14GZR94632,NE07,NE
PEO8978228,2019-01-04 02:38,PF04UCA93312,GF00,GF
IWZ6784211,2019-01-04 02:51,DV04FQL29609,AO05,AO
DOT0840926,2019-01-04 03:48,RK48BOP88344,OO04,OO
YIC2205567,2019-01-04 04:43,AT19HLV57173,OO05,OO
JYG0256462,2019-01-04 06:18,OC94ASJ72024,AO17,AO
FZS8692226,2019-01-04 08:01,ED51EWW52190,KO05,KO
ZIK8298699,2019-01-04 08:11,UA13YTK28483,OO06,MR
GBM5773955,2019-01-04 08:41,AT19HLV57173,OO01,OO
PLP9237083,2019-01-04 08:43,RK48BOP88344,OO05,OO
PSV9420885,2019-01-04 08:56,BI87HYL81972,NE15,MR
OQE5431179,2019-01-04 09:27,KB55KTM48860,KO06,KO
FRP9290882,2019-01-04 09:32,BZ76ROL87339,AO15,AO
VIG3313800,2019-01-04 15:15,IX01MVL33676,KO06,KO
BMV9911239,2019-01-04 15:27,BY85QGR11636,GF00,GF
BWS1548433,2019-01-04 16:03,TV81MAQ99005,EG07,EG
DPC4921911,2019-01-04 16:38,UA13YTK28483,MR06,MR
FAD4262737,2019-01-04 16:52,DV04FQL29609,AO08,AO
BOS5722123,2019-01-04 17:39,QO68DIC93032,MR05,MR
BIP4596977,2019-01-04 17:45,HE38BQH01623,MR00,MR
IZU3260044,2019-01-04 18:05,HR53SRO94328,MR03,MR
IOI0658573,2019-01-04 19:07,PD45WOT56494,OO02,NE
ELI0385232,2019-01-04 21:05,HE38BQH01623,MR08,MR
SCB3162252,2019-01-04 21:05,VJ92OYV94295,OO05,OO
XRB7777819,2019-01-04 21:25,AY38OQF67603,KO08,OO
VNX6112928,2019-01-04 21:30,XV40HUQ04740,OO02,OO
JBK7975831,2019-01-04 22:14,XV40HUQ04740,OO01,OO
UZV6669660,2019-01-04 22:41,FY47TUN40300,NE14,NE
AST1565987,2019-01-04 23:41,QU94IGC75528,NE00,EG
EPU9167801,2019-01-05 02:09,QN23UHH39091,MR05,MR
UME6300154,2019-01-05 03:12,OY94SZK34436,NE14,NE
IZL8111210,2019-01-05 03:29,MQ65WJJ60020,KO05,KO
TYT3955033,2019-01-05 03:58,VL67TFO75321,AO08,EG
WHI1664349,2019-01-05 05:13,QP02SYE47964,NE13,NE
XSE8654212,2019-01-05 06:11,JV67MTI17124,NE15,NE
TXL5895242,2019-01-05 06:41,QO77TFN61853,KO05,KO
LJC9157282,2019-01-05 08:15,JO50FSF60755,KO03,KO
HJW5583166,2019-01-05 09:36,BI87HYL81972,MR05,MR
OIV5602818,2019-01-05 10:01,UA13YTK28483,MR02,MR
DKX6181104,2019-01-05 11:20,EM54HQI58682,NE00,OO
TGM8606494,2019-01-05 11:22,IW53OQE31439,EG07,EG
UIC7940896,2019-01-05 11:28,TE24LCO18661,EG12,EG
PZP9995637,2019-01-05 18:12,KF48RSD79865,MR08,MR
HOA0727154,2019-01-05 19:13,KF48RSD79865,MR03,MR
KTK8951799,2019-01-05 20:21,PF04UCA93312,GF00,GF
UWV9537409,2019-01-05 21:22,DP11ENT03275,AO01,AO
GYR0258541,2019-01-05 22:43,RR73DWB65452,AO13,AO
SDQ5556853,2019-01-05 23:45,QP02SYE47964,NE03,NE
UDF1325536,2019-01-05 23:57,AY38OQF67603,OO01,OO
NQV7199789,2019-01-06 00:22,CM15YCB60994,EG10,EG
INA0533953,2019-01-06 00:50,VX68BAR38623,NE05,NE
AZT9656066,2019-01-06 01:25,JF94VYA88954,OO05,OO
IUO2143413,2019-01-06 02:49,RR98KQE80731,MR07,MR
UXT7394943,2019-01-06 02:58,EC02LZC49528,EG06,EG
LJW9984906,2019-01-06 03:17,MP14WFM40909,GF00,GF
TPR4294291,2019-01-06 03:35,EG95RTB75032,NE15,NE
ULN8974546,2019-01-06 03:48,HT62RDI04611,AO12,AO
QZK4342840,2019-01-06 03:55,QH15HWX24570,MR02,MR
XWI7097584,2019-01-06 05:33,YX66XYW62640,GF00,GF
MXM6404031,2019-01-06 07:06,YL27IFD65117,AO14,AO
YJU8743734,2019-01-06 07:31,EC02LZC49528,EG12,EG
SUH5952969,2019-01-06 09:34,QR03XCJ37459,NE07,OO
WOJ6728265,2019-01-06 11:37,RR98KQE80731,MR05,MR
PAV5608102,2019-01-06 11:37,EG95RTB75032,NE08,NE
CFO6913267,2019-01-06 11:39,LC72NRN52084,OO08,OO
PAL2525981,2019-01-06 12:12,IC95TLY24827,OO03,OO
RCF4544449,2019-01-06 12:43,WY00MLL63827,KO00,KO
PVJ3943516,2019-01-06 12:54,XE59BZM26378,AO15,EG
IRX8848859,2019-01-06 12:57,RR73DWB65452,AO08,AO
MCD5475060,2019-01-06 13:13,MQ65WJJ60020,KO08,KO
PFW8615887,2019-01-06 14:19,RK48BOP88344,OO09,OO
ASW3119652,2019-01-06 15:33,UA13YTK28483,MR06,MR
VQA8895237,2019-01-06 15:57,IA29IQS63679,NE16,NE
NHL4953806,2019-01-06 16:44,LG64ARC91224,OO13,AO
MAK0971449,2019-01-06 16:47,FY47TUN40300,KO07,NE
JFR2402578,2019-01-06 17:25,SL09NOT64494,GF00,GF
YYP0773445,2019-01-06 18:29,TZ48CCW54765,EG00,EG
LIV9253695,2019-01-06 19:23,XV40HUQ04740,OO03,OO
CCS6814108,2019-01-06 21:36,NY14GZR94632,NE06,NE
KOC7962766,2019-01-06 23:08,MA30QLI76818,GF00,GF
DOZ1453528,2019-01-06 23:08,BY85QGR11636,GF00,GF
PFR7735501,2019-01-06 23:50,OY94SZK34436,NE08,NE
RVF1714057,2019-01-06 23:54,BY85QGR11636,GF00,GF
QJM2827051,2019-01-07 00:07,JO50FSF60755,KO06,KO
HNU5135879,2019-01-07 00:26,UA13YTK28483,MR07,MR
NUF0316968,2019-01-07 00:57,BY85QGR11636,GF00,GF
MFM7697504,2019-01-07 01:12,YX66XYW62640,OO09,GF
RRF5482950,2019-01-07 01:34,IX01MVL33676,KO09,KO
RCS4635589,2019-01-07 01:35,HE38BQH01623,MR07,MR
LZJ2868612,2019-01-07 02:19,QP02SYE47964,NE12,NE
HPB9107400,2019-01-07 02:53,PF04UCA93312,GF00,GF
KMK0226092,2019-01-07 03:36,JO50FSF60755,OO07,KO
NRK5104296,2019-01-07 05:02,UF84JOS00561,MR02,GF
RBK8060006,2019-01-07 05:27,YL27IFD65117,AO05,AO
AUU6469015,2019-01-07 06:24,EM54HQI58682,AO13,OO
IQN6203368,2019-01-07 08:48,SL09NOT64494,EG06,GF
VXK5719170,2019-01-07 08:59,EC02LZC49528,EG05,EG
QRR8447934,2019-01-07 09:03,QO68DIC93032,MR00,MR
NXJ2283523,2019-01-07 10:21,FY47TUN40300,NE02,NE
BPA2075644,2019-01-07 11:55,FL13UMN92207,KO07,KO
GIQ5227984,2019-01-07 12:10,AT19HLV57173,NE02,OO
QMM0347109,2019-01-07 12:11,BI87HYL81972,OO12,MR
NBS8149331,2019-01-07 12:23,QX75YWC61835,OO10,OO
WXO4856567,2019-01-07 14:15,EV77EDV52985,EG10,NE
DSB0448624,2019-01-07 15:22,UF84JOS00561,GF00,GF
REY3108814,2019-01-07 15:38,IA29IQS63679,NE16,NE
LAO6168976,2019-01-07 15:53,DP11ENT03275,OO05,AO
UQR3278904,2019-01-07 16:05,EV77EDV52985,AO13,NE
DPZ9842551,2019-01-07 16:28,EG95RTB75032,NE13,NE
HCX4122632,2019-01-07 18:13,PE73VJU23485,AO04,AO
ARH1581655,2019-01-07 18:27,WY00MLL63827,KO01,KO
HTD0281631,2019-01-07 19:53,RK48BOP88344,AO08,OO
IWR8131559,2019-01-07 20:03,RK48BOP88344,OO05,OO
XQT9913725,2019-01-07 21:39,LG64ARC91224,AO12,AO
FDG4220162,2019-01-07 22:40,CM15YCB60994,EG10,EG
SYA7107074,2019-01-07 23:04,CR31GMR97972,EG07,EG
EGU0149427,2019-01-07 23:39,OY94SZK34436,NE00,NE
OXK0045085,2019-01-07 23:40,KB55KTM48860,KO03,KO
UTD5120164,2019-01-08 00:24,AT19HLV57173,OO04,OO
UBP7692482,2019-01-08 01:47,TV81MAQ99005,OO07,EG
YQF2255735,2019-01-08 01:55,QN12NTR81378,GF00,GF
TBW5744223,2019-01-08 03:13,QO68DIC93032,MR06,MR
OFS6376591,2019-01-08 03:18,RK48BOP88344,EG02,OO
FAE2281094,2019-01-08 05:38,SY96JDQ97089,OO04,AO
IIM9785176,2019-01-08 05:52,UP28MBM38391,NE07,NE
PHE1025027,2019-01-08 06:22,KF48RSD79865,MR07,MR
INQ8456777,2019-01-08 07:47,JD78PQD35395,AO17,EG
DUR6384757,2019-01-08 08:11,BM25PHF40639,AO01,AO
OZT5115958,2019-01-08 08:12,JE65QJK64802,GF00,GF
LMA8654820,2019-01-08 09:59,EC02LZC49528,AO04,EG
XTE9166677,2019-01-08 11:22,FY47TUN40300,NE00,NE
PPU9152797,2019-01-08 13:04,FL13UMN92207,AO13,KO
BRN7360799,2019-01-08 13:15,IA29IQS63679,NE09,NE
OLV1623583,2019-01-08 14:08,LC72NRN52084,OO03,OO
XVJ7652867,2019-01-08 14:18,CP56DAO45598,GF00,GF
UVE2297410,2019-01-08 15:42,BI87HYL81972,EG02,MR
LZP3584479,2019-01-08 15:52,QR03XCJ37459,NE13,OO
COH4374136,2019-01-08 15:53,PD45WOT56494,NE01,NE
EZI7123567,2019-01-08 16:14,LM86GYO69819,MR04,GF
HSO9832566,2019-01-08 16:25,LG64ARC91224,AO08,AO
GWX5926658,2019-01-08 17:14,PF04UCA93312,GF00,GF
PGX6872041,2019-01-08 17:34,JD78PQD35395,EG01,EG
EWR8013818,2019-01-08 17:52,ZY93PCY41868,NE08,KO
AJJ7574694,2019-01-08 18:02,HE38BQH01623,OO02,MR
BAM0767909,2019-01-08 18:49,BM25PHF40639,AO09,AO
ZTV2947809,2019-01-08 18:51,DP11ENT03275,AO05,AO
MDB4040741,2019-01-08 19:31,PD45WOT56494,OO00,NE
CSG3318300,2019-01-08 21:22,IZ65WAT29135,MR03,MR
NHM3675844,2019-01-08 21:30,QO68DIC93032,NE05,MR
DPB6551839,2019-01-08 21:42,KB55KTM48860,KO02,KO
YZI2644272,2019-01-08 22:06,WY00MLL63827,KO06,KO
DZH0114567,2019-01-08 23:17,OC94ASJ72024,AO06,AO
WJX5646477,2019-01-09 00:43,EC02LZC49528,EG02,EG
GTQ0716183,2019-01-09 00:52,PF04UCA93312,GF00,GF
DIM4006595,2019-01-09 01:58,IC95TLY24827,OO02,OO
FMX7447301,2019-01-09 02:01,ED51EWW52190,KO08,KO
CCT1120986,2019-01-09 02:12,ED51EWW52190,KO09,KO
UBU3174102,2019-01-09 03:38,IC95TLY24827,OO01,OO
PEJ6840364,2019-01-09 04:16,PE73VJU23485,AO06,AO
POM1873220,2019-01-09 04:31,XE59BZM26378,EG08,EG
UNO6659001,2019-01-09 05:10,PF04UCA93312,GF00,GF
JIK3844618,2019-01-09 06:34,EC02LZC49528,EG02,EG
KLN6484024,2019-01-09 07:14,QO77TFN61853,KO01,KO
ZHC1977550,2019-01-09 07:37,PF04UCA93312,GF00,GF
FKV7904848,2019-01-09 07:52,JD78PQD35395,EG05,EG
NFI8367808,2019-01-09 07:57,IX01MVL33676,KO00,KO
LFH0315629,2019-01-09 08:05,WU78BMX13511,GF00,GF
XKS4664614,2019-01-09 08:19,VX68BAR38623,NE07,NE
UMF7695471,2019-01-09 08:36,CM15YCB60994,EG04,EG
SJT4290133,2019-01-09 08:45,QW79CHL42244,KO05,KO
ZQV5105168,2019-01-09 09:47,MA30QLI76818,GF00,GF
WIU6615713,2019-01-09 09:48,XF28DGK65250,NE11,GF
FBN9889844,2019-01-09 09:59,QO77TFN61853,KO08,KO
FBN6685344,2019-01-09 10:39,CK97FAU13897,GF00,GF
DBF9508600,2019-01-09 11:20,WY00MLL63827,NE07,KO
YYN5607187,2019-01-09 13:44,UA13YTK28483,MR02,MR
KJW8914761,2019-01-09 13:49,EZ65FLV39493,MR07,MR
HKH2373332,2019-01-09 15:03,AT19HLV57173,OO06,OO
BYG4248451,2019-01-09 15:41,JF94VYA88954,OO01,OO
FNP4393498,2019-01-09 20:59,EC02LZC49528,MR06,EG
JKT6128724,2019-01-09 21:17,QU94IGC75528,EG12,EG
EGL5422048,2019-01-09 22:18,IC95TLY24827,OO13,OO
LRM3194355,2019-01-09 22:30,EC02LZC49528,EG10,EG
ORT5368959,2019-01-09 22:42,YX66XYW62640,OO13,GF
CZL7820317,2019-01-09 23:32,QR03XCJ37459,OO09,OO
HZU4853745,2019-01-09 23:33,UA13YTK28483,MR00,MR
CYJ1240238,2019-01-10 00:17,DW44ZOO26361,EG00,EG
FOM5485924,2019-01-10 03:24,KB55KTM48860,KO07,KO
FHO5663132,2019-01-10 04:51,AT19HLV57173,OO01,OO
OMN5141808,2019-01-10 05:42,RK48BOP88344,OO06,OO
YMO5978142,2019-01-10 06:12,KF48RSD79865,MR08,MR
QJP5702056,2019-01-10 06:24,KB55KTM48860,KO01,KO
TOH4508765,2019-01-10 06:28,CR31GMR97972,AO19,EG
VNK5211146,2019-01-10 07:06,TE24LCO18661,EG01,EG
RNX5573794,2019-01-10 09:47,QW79CHL42244,AO08,KO
VXO5341372,2019-01-10 09:57,NY14GZR94632,NE00,NE
RCB0419705,2019-01-10 10:50,BZ76ROL87339,AO02,AO
XFL2376961,2019-01-10 11:31,RR73DWB65452,NE03,AO
NDO5553932,2019-01-10 13:16,EC02LZC49528,EG06,EG
XXG1012689,2019-01-10 14:13,KB55KTM48860,KO04,KO
BUE8856354,2019-01-10 14:38,KF48RSD79865,MR03,MR
HOM4753925,2019-01-10 15:28,ED51EWW52190,KO01,KO
SEK9690966,2019-01-10 17:38,WU78BMX13511,GF00,GF
PBQ8194472,2019-01-10 18:06,MQ65WJJ60020,KO00,KO
RSL4446153,2019-01-10 18:22,AT19HLV57173,OO01,OO
ZLJ6963762,2019-01-10 20:52,MQ65WJJ60020,KO02,KO
RWG6921523,2019-01-10 20:58,LG64ARC91224,AO10,AO
ODH4025527,2019-01-10 21:25,QU94IGC75528,EG12,EG
LRO6012832,2019-01-10 22:33,MX39VOS38645,MR07,AO
OWN2040268,2019-01-10 22:51,BZ76ROL87339,AO10,AO
INB9199595,2019-01-11 00:02,PM58XHX45588,NE03,NE
EVM7404972,2019-01-11 00:03,OC94ASJ72024,AO09,AO
TVQ0671376,2019-01-11 00:55,IX01MVL33676,KO05,KO
LFV5670084,2019-01-11 01:15,KF48RSD79865,MR06,MR
RFX1371677,2019-01-11 01:41,WG11QVY31890,OO03,OO
UTL3484031,2019-01-11 02:11,WU78BMX13511,GF00,GF
NXL2041620,2019-01-11 02:30,QO68DIC93032,MR03,MR
ZNJ1049151,2019-01-11 02:37,IZ65WAT29135,MR04,MR
WOX8452591,2019-01-11 02:42,SY96JDQ97089,AO18,AO
CDB3019504,2019-01-11 02:47,MX39VOS38645,MR01,AO
KVZ2606955,2019-01-11 03:04,PM58XHX45588,NE00,NE
GYR4605539,2019-01-11 03:33,QU94IGC75528,EG01,EG
LQE3984015,2019-01-11 03:35,XV40HUQ04740,OO05,OO
KHP0306935,2019-01-11 04:09,FY47TUN40300,NE07,NE
PTS5311062,2019-01-11 05:36,RK48BOP88344,OO06,OO
FUI7993951,2019-01-11 06:09,IX01MVL33676,KO02,KO
FFQ7677778,2019-01-11 06:17,NZ35XLQ89678,EG03,NE
OBK1343175,2019-01-11 06:21,EG95RTB75032,NE12,NE
VPC7691320,2019-01-11 06:41,QN12NTR81378,GF00,GF
KRB0046906,2019-01-11 07:00,KF48RSD79865,MR08,MR
CFH4027363,2019-01-11 07:24,DV04FQL29609,MR05,AO
KYL4062666,2019-01-11 07:40,UP28MBM38391,NE01,NE
FRY5107918,2019-01-11 08:32,IZ65WAT29135,MR08,MR
KHF6369943,2019-01-11 08:37,TV81MAQ99005,EG07,EG
OHA0886547,2019-01-11 08:42,EE22TMX10817,OO03,OO
FAN1603090,2019-01-11 09:10,CP56DAO45598,GF00,GF
MAE2734230,2019-01-11 09:21,UF84JOS00561,GF00,GF
VAP1319169,2019-01-11 09:44,IX01MVL33676,KO08,KO
HEQ9650767,2019-01-11 11:18,QR03XCJ37459,OO06,OO
JYK8853857,2019-01-11 12:54,VX68BAR38623,AO13,NE
AYH1207558,2019-01-11 13:40,DV04FQL29609,AO00,AO
CLW1884630,2019-01-11 13:58,PF04UCA93312,GF00,GF
NBJ7274983,2019-01-11 14:22,YH66OKD41942,AO10,KO
NAY5893770,2019-01-11 15:08,JV67MTI17124,NE04,NE
MID9503142,2019-01-11 16:05,EG95RTB75032,NE13,NE
CXP3169780,2019-01-11 16:34,BY85QGR11636,GF00,GF
SGD5418817,2019-01-11 17:14,TZ48CCW54765,EG06,EG
MBM8077350,2019-01-11 17:24,KB55KTM48860,KO07,KO
GBN7975968,2019-01-11 18:16,IX01MVL33676,KO09,KO
CLL1393211,2019-01-11 21:16,UP28MBM38391,NE11,NE
VRE3149856,2019-01-11 21:59,DV04FQL29609,AO03,AO
OXV6474062,2019-01-11 22:45,ED51EWW52190,KO03,KO
ITM6027560,2019-01-11 23:07,EZ65FLV39493,MR07,MR
SNL6848703,2019-01-11 23:25,BY85QGR11636,GF00,GF
WIE3219672,2019-01-12 00:48,UF84JOS00561,GF00,GF
CGW0740748,2019-01-12 01:03,QX75YWC61835,OO02,OO
GLR4345977,2019-01-12 01:24,QO68DIC93032,MR00,MR
JQH3889391,2019-01-12 02:25,CM15YCB60994,EG09,EG
FMV8753724,2019-01-12 03:02,LG64ARC91224,AO17,AO
NWU2289217,2019-01-12 04:55,BM25PHF40639,AO05,AO
FIR0060155,2019-01-12 05:28,FY47TUN40300,NE14,NE
OCP6514091,2019-01-12 05:57,MX39VOS38645,AO05,AO
XHE9708059,2019-01-12 06:09,RR98KQE80731,NE11,MR
CLZ6123482,2019-01-12 06:25,UF84JOS00561,GF00,GF
IHM2533253,2019-01-12 07:18,EV77EDV52985,NE14,NE
RIU8037058,2019-01-12 07:58,DP11ENT03275,AO18,AO
QCE4981246,2019-01-12 08:15,YH66OKD41942,AO09,KO
ZYJ1621645,2019-01-12 09:56,EC02LZC49528,EG11,EG
RSH8433688,2019-01-12 10:45,QH15HWX24570,AO17,MR
QPM5227076,2019-01-12 11:37,EZ65FLV39493,MR01,MR
TNG2672810,2019-01-12 12:15,PD45WOT56494,AO07,NE
CDJ9717964,2019-01-12 12:50,NO82BAX82566,NE05,NE
LBD4902785,2019-01-12 13:13,PF04UCA93312,GF00,GF
SQI6683172,2019-01-12 13:15,YL27IFD65117,EG08,AO
PRS4213078,2019-01-12 15:42,CM15YCB60994,EG09,EG
MCG7137175,2019-01-12 15:57,WG11QVY31890,OO11,OO
WMA6030194,2019-01-12 16:06,VJ92OYV94295,OO09,OO
UPB5659435,2019-01-12 16:21,RR98KQE80731,OO00,MR
CKQ9279270,2019-01-12 16:24,BI87HYL81972,MR06,MR
YGN1666843,2019-01-12 16:27,YL27IFD65117,AO04,AO
OBA4954168,2019-01-12 17:04,YX66XYW62640,MR00,GF
VOL1460364,2019-01-12 17:23,LG64ARC91224,AO18,AO
JYB4760826,2019-01-12 17:54,AY38OQF67603,OO00,OO
FFK0225004,2019-01-12 18:08,CM15YCB60994,NE00,EG
LLB0471775,2019-01-12 19:28,VL67TFO75321,AO02,EG
INI0201525,2019-01-12 21:28,RV87TIY76692,KO08,KO
DZR9767384,2019-01-12 21:48,VJ92OYV94295,OO06,OO
HMK5885792,2019-01-12 22:53,JD78PQD35395,OO07,EG
MET8174555,2019-01-12 23:56,QR03XCJ37459,OO00,OO
DHU9817798,2019-01-12 23:58,BI87HYL81972,MR07,MR
KUC2073600,2019-01-13 00:18,PD45WOT56494,NE00,NE
AQO2969238,2019-01-13 00:47,MX39VOS38645,AO01,AO
UJX9130694,2019-01-13 01:02,PF04UCA93312,GF00,GF
KEB2828262,2019-01-13 02:03,HW75BKT77773,KO05,KO
HBO9619096,2019-01-13 02:48,PE73VJU23485,AO11,AO
YLC3733356,2019-01-13 02:54,IC95TLY24827,OO04,OO
IFJ8804175,2019-01-13 02:59,YL27IFD65117,AO19,AO
EVZ1481466,2019-01-13 03:45,PD45WOT56494,NE05,NE
NOZ0212477,2019-01-13 04:04,MA30QLI76818,GF00,GF
RWS8558509,2019-01-13 04:07,VL67TFO75321,EG01,EG
FQK0726278,2019-01-13 04:21,WG11QVY31890,OO13,OO
DAN7464776,2019-01-13 05:13,CM15YCB60994,EG05,EG
IZL4791741,2019-01-13 06:58,FL13UMN92207,KO06,KO
IYW9830430,2019-01-13 07:02,CM15YCB60994,EG10,EG
ZEE7420586,2019-01-13 07:13,JF94VYA88954,OO03,OO
OKU6781687,2019-01-13 07:46,HE38BQH01623,EG11,MR
XWB1837968,2019-01-13 09:36,PD45WOT56494,NE12,NE
TDH6807915,2019-01-13 09:59,HE38BQH01623,MR04,MR
MBY4090004,2019-01-13 12:41,PM58XHX45588,NE09,NE
SLZ1785430,2019-01-13 13:01,QO68DIC93032,MR03,MR
KKG3489214,2019-01-13 13:34,JE65QJK64802,GF00,GF
VNY7087651,2019-01-13 14:35,RK48BOP88344,OO13,OO
JRQ7810955,2019-01-13 14:57,CP56DAO45598,GF00,GF
EBQ6119895,2019-01-13 15:11,PM58XHX45588,NE05,NE
ZTP9953374,2019-01-13 15:31,EM54HQI58682,OO03,OO
JPR3884041,2019-01-13 16:49,UP28MBM38391,NE01,NE
VOB6953248,2019-01-13 16:54,LG64ARC91224,KO01,AO
UPV7982589,2019-01-13 17:07,YH66OKD41942,AO03,KO
